index.html:314 The specified value "age here" cannot be parsed, or is out of range.
index.html:238 
puck.js:392 <BLE> Device Name:       MDBT42Q 4b36
puck.js:392 <BLE> Device ID:         OqNoXpkWo8+JnrnwFhZKQw==
puck.js:392 <BLE> Connected
index.html:227 Received:  >
index.html:228 SyntaxError: Unexpected token > in JSON at position 0
    at JSON.parse (<anonymous>)
    at onLine (index.html:216)
    at Object.ondata (index.html:253)
    at Object.emit (puck.js:131)
    at BluetoothRemoteGATTCharacteristic.<anonymous> (puck.js:262)
index.html:217 Received JSON:  {t: "25.96", p: "0.18"}
index.html:217 Received JSON:  {t: "25.96", p: "-0.09"}
index.html:217 Received JSON:  {t: "25.96", p: "0.73"}
index.html:217 Received JSON:  {t: "25.96", p: "-0.36"}
index.html:217 Received JSON:  {t: "25.96", p: "-0.35"}
index.html:217 Received JSON:  {t: "25.97", p: "-0.62"}
index.html:217 Received JSON:  {t: "25.97", p: "-0.62"}
index.html:217 Received JSON:  {t: "25.97", p: "-0.35"}
index.html:217 Received JSON:  {t: "25.97", p: "-0.35"}
index.html:217 Received JSON:  {t: "25.97", p: "-0.07"}
index.html:217 Received JSON:  {t: "25.97", p: "0.19"}
index.html:174 MAX:
index.html:175 0.02174741333131957
index.html:217 Received JSON:  {t: "25.98", p: "0.20"}
index.html:217 Received JSON:  {t: "25.98", p: "0.20"}
puck.js:392 <BLE> ERROR: NotFoundError: User cancelled the requestDevice() chooser.
index.html:217 Received JSON:  {t: "25.98", p: "-0.06"}
index.html:217 Received JSON:  {t: "25.98", p: "0.47"}
index.html:217 Received JSON:  {t: "25.98", p: "0.21"}
index.html:217 Received JSON:  {t: "25.99", p: "0.75"}
index.html:217 Received JSON:  {t: "25.99", p: "0.75"}
index.html:217 Received JSON:  {t: "25.99", p: "0.75"}
index.html:217 Received JSON:  {t: "25.99", p: "0.48"}
index.html:217 Received JSON:  {t: "25.99", p: "0.49"}
index.html:217 Received JSON:  {t: "25.99", p: "0.22"}
index.html:217 Received JSON:  {t: "25.99", p: "0.22"}
index.html:217 Received JSON:  {t: "26.01", p: "0.50"}
index.html:217 Received JSON:  {t: "26.00", p: "0.22"}
index.html:217 Received JSON:  {t: "26.01", p: "0.23"}
index.html:217 Received JSON:  {t: "26.01", p: "0.23"}
index.html:217 Received JSON:  {t: "26.01", p: "0.77"}
index.html:217 Received JSON:  {t: "26.01", p: "0.23"}
index.html:217 Received JSON:  {t: "26.01", p: "0.77"}
index.html:217 Received JSON:  {t: "26.02", p: "0.24"}
index.html:217 Received JSON:  {t: "26.01", p: "-0.04"}
index.html:191 MAX:
index.html:192 0.4621732083558628
index.html:217 Received JSON:  {t: "26.02", p: "-0.03"}
index.html:217 Received JSON:  {t: "26.02", p: "0.24"}
index.html:217 Received JSON:  {t: "26.02", p: "-0.57"}
index.html:217 Received JSON:  {t: "26.02", p: "-0.03"}
index.html:217 Received JSON:  {t: "26.03", p: "-0.29"}
index.html:217 Received JSON:  {t: "26.04", p: "-0.29"}
index.html:217 Received JSON:  {t: "26.03", p: "0.25"}
index.html:217 Received JSON:  {t: "26.04", p: "-0.02"}
index.html:217 Received JSON:  {t: "26.04", p: "-0.02"}
index.html:217 Received JSON:  {t: "26.05", p: "-0.55"}
index.html:217 Received JSON:  {t: "26.05", p: "-0.54"}
index.html:217 Received JSON:  {t: "26.05", p: "-0.55"}
index.html:217 Received JSON:  {t: "26.05", p: "-0.81"}
index.html:217 Received JSON:  {t: "26.05", p: "-0.81"}
index.html:217 Received JSON:  {t: "26.05", p: "-1.89"}
index.html:217 Received JSON:  {t: "26.05", p: "-1.08"}
index.html:217 Received JSON:  {t: "26.06", p: "-0.81"}
index.html:217 Received JSON:  {t: "26.06", p: "-1.61"}
index.html:217 Received JSON:  {t: "26.06", p: "-1.34"}
index.html:217 Received JSON:  {t: "26.07", p: "-1.34"}
index.html:217 Received JSON:  {t: "26.08", p: "-1.06"}
index.html:217 Received JSON:  {t: "26.08", p: "-0.52"}
index.html:217 Received JSON:  {t: "26.08", p: "-0.53"}
index.html:217 Received JSON:  {t: "26.09", p: "-0.24"}
index.html:217 Received JSON:  {t: "26.08", p: "-0.52"}
index.html:217 Received JSON:  {t: "26.09", p: "-0.78"}
index.html:217 Received JSON:  {t: "26.09", p: "-0.78"}
index.html:217 Received JSON:  {t: "26.10", p: "-0.49"}
index.html:217 Received JSON:  {t: "26.10", p: "-0.23"}
index.html:217 Received JSON:  {t: "26.10", p: "0.31"}
index.html:217 Received JSON:  {t: "26.11", p: "0.05"}
index.html:217 Received JSON:  {t: "26.11", p: "-0.22"}
index.html:217 Received JSON:  {t: "26.11", p: "0.86"}
index.html:217 Received JSON:  {t: "26.12", p: "0.06"}
index.html:217 Received JSON:  {t: "26.12", p: "0.59"}
index.html:217 Received JSON:  {t: "26.12", p: "0.60"}
