30.12	1004.16
30.13	1004.45
30.14	1004.45
30.14	1005.28
30.15	1005.28
30.15	1005.29
30.15	1005.29
30.17	1005.29
30.17	1005.58
30.18	1005.58
30.19	1006.14
30.19	1006.14
30.19	1006.69
30.21	1006.43
30.21	1006.70
30.22	1006.71
30.22	1006.71
30.23	1006.99
30.23	1006.45
30.24	1006.18
30.24	1006.46
30.25	1006.19
30.26	1006.47
30.26	1006.74
30.27	1005.93
30.28	1006.49
30.27	1005.66
30.28	1006.22
30.29	1005.67
30.29	1005.68
30.30	1006.23
30.31	1005.69
30.31	1006.52
30.32	1005.69
30.33	1005.43
30.33	1005.98
30.34	1005.44
30.34	1005.45
30.34	1004.89
30.36	1005.73
30.36	1005.46
30.37	1005.47
30.38	1005.20
30.38	1004.93
30.38	1004.93
30.39	1004.94
30.39	1004.94
30.40	1004.68
30.41	1004.96
30.41	1005.51
30.42	1004.97
30.43	1006.07
30.43	1006.07
30.43	1006.62
30.44	1006.90
30.45	1006.63
30.45	1007.18
30.46	1006.64
30.47	1006.65
30.47	1006.92
30.48	1006.66
30.48	1006.66
30.49	1007.21
30.49	1006.39
30.49	1006.67
30.50	1006.68
30.51	1006.41
30.51	1006.14
30.52	1005.87
30.52	1006.14
30.53	1006.15
30.53	1005.33
30.54	1006.71
30.54	1006.16
30.55	1006.17
30.55	1005.35
30.56	1004.53
30.57	1004.54
30.58	1004.27
30.58	1004.82
30.58	1004.28
30.59	1004.56
30.59	1004.29
30.60	1004.29
30.60	1004.57
30.61	1004.29
30.61	1004.58
30.62	1004.31
30.63	1004.31
30.63	1004.59
30.63	1005.69
30.65	1006.25
30.65	1006.25
30.66	1007.08
30.66	1006.54
30.66	1006.81
30.67	1006.82
30.67	1006.55
30.68	1006.28
30.68	1006.56
30.69	1006.56
30.69	1006.29
30.70	1006.57
30.69	1006.57
30.71	1006.85
30.71	1006.58
30.72	1006.58
30.72	1006.31
30.73	1006.32
30.73	1006.60
30.74	1006.33
30.74	1005.78
30.74	1005.78
30.75	1005.79
30.76	1006.07
30.76	1005.79
30.77	1005.80
30.77	1005.80
30.78	1005.26
30.79	1004.72
31.44	0.99
31.44	1.26
31.45	1.54
31.46	2.37
31.46	2.65
31.47	1.83
31.47	2.11
31.48	2.12
31.48	1.84
31.48	1.84
31.49	2.13
31.50	1.86
31.49	1.85
31.50	1.59
31.51	2.14
31.51	1.59
31.51	1.32
31.52	1.87
31.52	1.88
31.53	1.88
31.53	1.06
31.53	0.79
31.54	1.34
31.55	1.35
31.56	1.91
31.56	1.91
31.56	1.09
31.56	1.36
31.56	1.09
31.57	0.82
31.58	0.83
31.58	0.55
31.58	1.09
31.58	0.83
31.59	0.56
31.59	0.56
31.59	0.29
31.60	0.85
31.61	0.85
31.61	1.12
31.62	1.13
31.62	0.59
31.62	0.59
31.62	0.86
31.63	0.59
31.63	1.15
31.64	1.15
31.64	1.69
31.65	1.99
31.65	1.71
31.65	2.26
31.66	1.72
31.66	1.99
31.66	2.55
31.68	2.28
31.67	1.73
31.68	1.19
31.68	1.45
31.68	1.74
31.69	1.19
31.69	1.47
31.69	1.19
31.70	1.48
31.70	1.21
31.70	1.48
31.71	1.49
31.72	1.22
31.72	1.49
31.72	0.95
31.73	1.49
31.73	1.51
31.73	1.51
31.74	1.24
31.75	0.97
31.75	0.69
31.75	0.42
31.75	0.14
31.76	0.43
31.76	0.43
31.77	0.44
31.77	0.16
31.77	0.17
31.78	0.72
31.78	0.17
31.78	0.72
31.79	0.18
31.79	1.28
31.79	1.56
31.79	1.29
31.80	1.84
31.81	1.57
31.81	1.57
31.81	1.29
31.82	1.85
31.82	1.85
31.82	2.41
31.83	1.86
31.82	1.86
31.84	1.59
31.84	1.88
31.84	1.88
31.84	1.88
31.85	1.05
31.86	1.61
31.86	1.34
31.86	1.34
31.87	1.62
31.87	1.07
31.87	1.07
31.88	1.35
31.88	1.09
31.88	1.09
31.88	0.81
31.89	1.09
31.89	0.55
31.89	0.55
31.91	0.28
31.91	-0.27
31.91	0.01
31.91	-0.55
31.92	-0.26
31.92	-0.26
31.93	0.02
31.93	0.57
31.93	0.29
31.93	0.02
31.94	-0.25
31.94	-0.25
31.95	-0.23
31.95	-0.51
31.95	0.04
31.96	0.87
31.97	1.71
31.96	2.25
31.97	3.08
31.98	3.09
31.98	3.09
31.98	2.82
31.99	1.99
31.99	2.82
31.99	2.28
31.99	2.28
31.99	3.11
32.01	1.74
32.01	3.12
32.01	2.57
32.01	2.85
32.02	2.85
32.02	2.58
32.03	2.58
32.03	2.31
32.04	2.04
32.04	2.04
32.04	2.32
32.05	1.77
32.05	1.22
32.06	1.24
32.06	0.68
32.07	1.24
32.07	0.69
32.07	0.15
32.08	0.15
32.07	-0.13
32.07	-0.40
32.08	-0.40
32.09	-0.12
32.08	-0.12
32.09	0.16
32.09	0.16
32.10	-0.11
32.09	-0.11
32.11	-0.10
32.11	0.18
32.11	0.17
32.12	0.74
