35.55	0.55
35.54	1.13
35.55	0.84
35.55	1.14
35.55	1.13
35.55	0.84
35.55	1.13
35.54	1.42
35.55	0.84
35.55	0.84
35.55	0.84
35.54	0.54
35.55	1.43
35.54	0.83
35.54	1.42
35.55	1.13
35.55	1.13
35.54	1.13
35.54	0.83
35.55	0.84
35.54	1.13
35.54	1.11
35.54	0.53
35.54	0.83
35.54	1.12
35.54	0.53
35.54	1.12
35.54	0.82
35.54	0.83
35.53	0.81
35.54	0.53
35.54	1.70
35.53	1.11
35.54	1.11
35.54	0.82
35.54	0.82
35.54	1.11
35.54	1.70
35.53	0.81
35.53	1.11
35.53	0.81
35.53	0.81
35.52	1.10
35.53	1.10
35.53	0.81
35.53	0.81
35.52	1.39
35.53	0.81
35.53	1.10
35.53	1.39
35.53	0.81
35.53	0.81
35.52	0.80
35.52	0.80
35.52	0.80
35.52	0.50
35.52	1.39
35.52	1.68
35.52	1.10
35.52	1.09
35.52	0.50
35.52	1.09
35.51	1.08
35.51	0.50
35.51	1.08
35.52	0.80
35.51	1.37
35.51	1.08
35.51	0.50
35.51	0.79
35.51	1.37
35.51	1.08
35.51	1.08
35.51	0.79
35.51	0.78
35.50	0.48
35.50	1.07
35.50	0.78
35.50	0.48
35.50	1.07
35.50	-0.11
35.50	1.36
35.50	1.65
35.49	1.35
35.50	1.06
35.50	1.06
35.50	0.77
35.49	1.06
35.49	1.35
35.49	1.35
35.49	0.76
35.50	1.06
35.49	1.34
35.49	0.76
35.49	1.35
35.49	0.76
35.49	0.46
35.49	0.76
35.49	1.34
35.49	1.05
35.49	0.75
35.49	0.76
35.49	1.34
35.49	0.76
35.49	0.46
35.49	1.63
35.49	0.46
35.48	1.03
35.49	1.33
35.49	1.04
35.49	1.04
35.48	0.75
35.48	0.75
35.48	0.73
35.48	1.33
35.48	0.73
35.48	0.45
35.48	1.03
35.48	0.75
35.48	1.03
35.47	1.32
35.47	0.44
35.47	1.31
35.47	1.32
35.47	1.03
35.47	1.32
35.47	1.02
35.47	1.03
35.47	1.02
35.47	1.32
35.47	1.03
35.47	0.73
35.46	1.01
35.47	0.73
35.47	0.73
35.46	1.01
35.46	0.43
35.46	1.01
35.46	0.72
35.46	1.01
35.46	1.30
35.46	1.00
35.46	1.01
35.46	1.30
35.46	1.31
35.46	1.01
35.46	0.71
35.46	1.00
35.46	1.00
35.46	0.41
35.45	0.70
35.46	0.71
35.45	0.41
35.46	1.00
35.46	0.41
35.45	0.70
35.45	0.99
35.45	0.70
35.45	1.28
35.45	0.69
35.45	1.28
35.44	0.69
35.44	0.98
35.45	0.99
35.44	0.40
35.44	0.40
35.44	1.27
35.44	1.57
35.44	1.27
35.43	1.26
35.44	0.39
35.44	0.68
35.44	1.27
35.43	0.97
35.43	0.97
35.43	1.26
35.43	0.38
35.43	0.67
35.43	0.38
35.43	0.67
35.42	0.96
35.43	0.96
35.42	0.96
35.42	0.96
35.42	1.24
35.42	0.95
35.42	0.66
35.42	1.24
35.42	0.36
35.42	1.23
35.41	0.35
35.42	1.53
35.41	0.64
35.42	0.94
35.41	0.93
35.41	0.93
35.41	0.93
35.41	2.11
35.41	0.93
