28.31	3.58
28.31	4.17
28.31	3.87
28.32	3.88
28.32	3.59
28.32	3.88
28.32	4.17
28.32	3.30
28.32	3.59
28.32	4.17
28.33	3.89
28.33	3.60
28.33	4.18
28.33	3.89
28.34	3.90
28.34	3.90
28.34	3.61
28.35	3.91
28.35	4.20
28.35	3.61
28.35	3.33
28.35	3.04
28.36	3.34
28.36	3.34
28.36	2.76
28.36	3.05
28.55	3.52
28.56	3.82
28.56	3.82
28.56	3.53
28.57	3.54
28.58	3.84
28.58	3.55
28.58	4.14
28.59	2.98
28.59	3.28
28.60	3.57
28.60	3.86
28.61	3.87
28.62	4.17
28.63	3.60
28.63	3.60
28.63	3.60
28.64	3.32
28.64	3.90
28.65	3.91
28.66	3.92
28.66	3.34
28.66	3.92
28.67	4.22
28.68	3.94
28.69	3.65
28.69	3.37
28.69	3.37
28.70	4.54
28.71	3.39
28.72	3.98
28.72	3.69
28.73	3.11
28.74	3.71
28.74	3.71
28.74	4.29
28.75	4.59
28.76	4.02
28.77	4.02
28.77	4.03
28.78	3.45
28.78	3.17
28.79	3.76
28.79	3.47
28.81	3.77
28.81	3.78
28.82	3.49
28.82	3.49
28.83	3.80
28.84	4.09
28.85	3.81
28.85	4.69
28.86	3.82
28.87	4.71
28.87	4.70
28.88	4.14
28.89	3.85
28.89	4.15
28.91	3.00
28.91	3.00
28.91	3.88
28.92	4.18
28.93	7.68
28.94	5.65
28.94	2.45
28.95	3.91
28.96	4.21
28.96	3.34
28.97	3.64
28.99	3.65
28.99	3.65
28.99	3.66
29.00	3.09
29.02	3.98
29.02	3.40
29.03	3.70
29.04	3.70
29.04	3.13
29.05	3.43
29.05	3.14
29.07	4.32
29.07	3.15
29.08	3.45
29.09	3.17
29.09	4.05
29.09	3.47
29.11	4.65
29.11	3.78
29.12	3.78
29.13	4.09
29.14	3.51
29.14	4.39
29.16	4.12
29.16	4.70
29.17	3.83
29.17	4.13
29.19	4.73
29.19	4.15
29.19	3.86
29.21	4.45
29.21	3.88
29.22	3.89
29.23	4.47
29.24	4.19
29.24	5.07
29.25	3.91
29.25	4.21
29.27	4.81
29.28	3.65
29.28	4.24
29.30	4.84
29.30	3.67
29.30	3.97
29.31	4.55
29.32	4.27
29.33	3.99
29.33	3.99
29.34	4.30
29.35	4.30
29.36	3.73
29.36	4.02
29.37	4.32
29.38	4.04
29.38	4.34
29.39	4.05
29.39	4.64
29.41	3.19
29.41	4.07
29.43	3.79
29.43	4.09
29.44	4.10
29.45	3.52
29.45	4.11
29.46	3.82
29.47	4.41
29.47	4.71
29.48	4.72
29.49	5.32
29.49	4.15
29.51	4.75
29.51	4.17
29.52	4.75
29.53	3.89
29.54	4.48
29.54	5.36
29.55	4.21
29.55	4.21
29.57	4.81
29.57	4.52
29.58	4.82
29.59	4.24
29.59	4.25
29.60	4.25
29.61	4.26
29.62	4.56
29.63	4.86
29.64	5.16
29.64	4.29
29.65	4.89
29.65	4.89
29.66	4.02
29.67	4.62
29.68	4.62
29.68	4.62
29.69	4.64
29.70	3.48
29.71	4.65
29.72	4.37
29.73	4.67
29.73	4.97
29.74	3.81
29.74	4.39
29.75	3.82
29.77	4.42
29.77	4.42
29.77	3.55
29.78	4.14
29.79	4.44
29.80	4.16
29.80	4.16
29.81	4.17
29.82	4.76
29.83	4.48
29.84	4.49
29.84	4.49
29.85	4.50
29.85	4.50
29.86	4.80
29.87	4.52
29.87	3.94
29.88	4.82
29.89	4.54
29.90	4.84
29.91	4.85
29.92	5.15
29.93	4.87
29.94	4.58
29.94	4.58
29.94	5.17
29.96	4.60
29.96	4.61
29.97	4.33
29.98	5.21
29.98	4.92
29.99	5.51
29.99	4.93
30.01	4.94
30.01	4.36
30.02	4.95
30.02	4.67
30.03	4.67
30.04	4.97
30.05	4.99
30.05	5.57
30.07	5.29
30.07	4.71
30.07	5.30
30.09	5.31
30.09	5.02
30.10	5.33
30.11	5.04
30.11	5.05
30.11	5.92
30.13	4.77
30.13	4.48
30.14	4.20
30.15	4.79
30.15	5.09
30.15	3.92
30.17	4.52
30.17	4.52
30.18	4.82
30.19	4.54
30.19	4.54
30.20	4.25
30.21	3.68
30.21	4.27
30.23	4.28
30.24	4.88
30.24	4.29
30.24	4.00
30.25	4.01
30.26	4.61
30.26	4.03
30.27	4.03
30.28	4.33
30.28	3.75
30.29	3.76
30.29	4.35
30.31	3.78
30.32	4.37
30.32	4.08
30.32	4.38
30.33	4.39
30.33	4.10
30.35	4.99
30.36	4.99
30.36	4.71
30.36	4.12
30.37	4.72
30.38	4.72
30.39	5.02
30.39	4.44
30.40	4.75
30.40	5.04
30.41	4.75
30.42	5.05
30.42	5.05
30.44	5.07
30.44	4.78
30.45	5.09
30.45	5.09
30.45	5.38
30.46	5.10
30.46	5.39
30.48	4.82
30.48	5.12
30.49	4.83
30.50	4.84
30.50	4.84
30.50	5.43
30.51	4.85
30.52	5.44
30.52	4.86
30.53	4.87
30.54	4.59
30.54	4.89
30.55	5.18
30.55	4.60
30.56	4.90
30.57	5.49
30.57	5.50
30.58	4.34
30.58	5.22
30.59	4.93
30.60	4.35
30.60	5.53
30.61	4.95
30.61	5.54
30.62	4.95
30.63	4.39
30.63	4.97
30.64	4.10
30.65	4.11
30.66	3.83
30.66	4.41
30.66	4.13
30.67	4.42
30.67	4.42
30.67	4.14
30.68	5.02
30.69	4.15
30.69	4.45
30.71	4.75
30.71	4.75
30.71	3.30
30.72	4.47
30.72	4.19
30.73	4.78
30.74	4.49
30.74	4.20
30.75	3.91
30.75	3.92
30.75	3.92
30.76	3.93
30.77	3.94
30.77	3.94
30.79	3.37
30.79	3.95
30.79	4.25
30.79	4.55
30.81	4.85
30.81	4.56
30.81	3.98
30.82	3.70
30.83	3.42
30.83	4.29
30.83	4.59
30.85	4.02
30.85	4.31
30.86	4.90
30.87	4.33
30.87	5.20
30.87	4.33
30.88	4.05
30.88	4.05
30.88	3.75
30.89	4.35
30.91	4.95
30.91	4.95
30.91	3.78
30.92	5.25
30.92	4.67
30.93	4.09
30.94	3.52
30.94	4.69
30.95	5.28
30.95	3.82
30.95	4.12
30.96	4.41
30.97	4.13
30.97	3.55
30.97	2.67
30.98	3.85
30.99	3.85
30.99	4.74
31.00	4.45
31.00	3.58
31.01	3.59
31.01	4.18
31.02	3.30
31.02	3.60
31.03	3.32
31.03	4.20
31.04	4.50
31.04	4.50
31.05	4.51
31.05	3.92
31.06	4.51
31.06	4.52
31.07	4.82
31.07	4.23
31.09	5.13
31.09	4.83
31.09	5.71
31.09	4.25
31.11	5.15
31.11	4.57
31.11	4.57
31.12	4.86
31.12	5.16
31.13	4.58
31.13	4.29
31.14	4.89
31.14	4.89
31.15	4.89
31.15	4.31
31.16	4.61
31.16	3.73
31.17	4.91
31.17	4.92
31.17	5.80
31.18	4.63
31.18	4.63
31.18	4.64
31.19	5.23
31.19	5.81
31.19	4.65
31.20	5.53
31.21	5.25
31.21	5.84
31.21	4.67
31.22	5.55
31.22	5.85
31.23	5.55
31.23	5.56
31.24	5.57
31.24	5.57
31.25	6.16
31.26	6.46
31.26	5.59
31.26	5.59
31.26	5.30
31.27	6.48
31.27	5.89
31.28	5.31
31.28	5.61
31.29	5.91
31.29	5.91
31.29	5.62
31.29	5.33
31.30	4.75
31.31	4.76
31.30	4.17
31.31	4.47
31.31	4.18
31.32	5.07
31.33	4.48
31.34	4.49
31.34	5.08
31.34	4.79
31.34	4.79
31.35	5.09
31.35	4.51
31.36	5.10
31.36	4.81
31.37	4.82
31.37	5.41
31.38	5.70
31.38	5.71
31.38	5.71
31.38	5.42
31.38	5.13
31.39	5.13
31.40	4.85
31.39	5.14
31.41	4.85
31.41	5.15
31.42	5.15
31.42	4.87
31.42	5.16
31.42	4.29
